chr1:121796229-126300656
S1C12H1L.1-6	20
S1C12H1L.5-8	18
S1C12H1L.1-7_6-8	18
S1C12H1L.1-7_4	16
S1C12H1L.1-5_2-8	10
S1C12H1L.1-4	9
S1C12H1L.1-7_4-8	8
S1C12H1L.1_4-7_2-8	8
S1C12H1L.1-5_4-8	7
S1C12H1L.1-6_5-8	7
S1C12H1L.1-7_2-5_4-8	7
S1C12H1L.1-4_7-8	6
S1C12H1L.1-7_2-3_2-8	6
S1C12H1L.1-7_2-7_2-8	5
S1C12H1L.3-8	4
S1C12H1L.1-5_2-3_8	4
S1C12H1L.1-5_8	3
S1C12H1L.1-7_4-7_6-8	3
S1C12H1L.1-3_6-8	3
S1C12H1L.1-4_7_2-8	3
S1C12H1L.1-6_5-7_2-8	3
S1C12H1L.1-6_S1CMH3d.1_2-8	3
S1C12H1L.1-2_7-8	2
S1C12H1L.1_8	2
S1C12H1L.1-6_S1CMH3d.1_6-8	2
S1C12H1L.1_6_S1CMH3d.1_2-8	2
S1C12H1L.1-6_3-4	2
S1C12H1L.1-6_5-7_2-5_4-8	2
S1C12H1L.1_6_S1CMH3d.1_6-8	2
S1C12H1L.S1CMH3d.1_2-8	1
S1C12H1L.S1CMH3d.1_4-8	1
S1C12H1L.1-7_2-6_5-7_2-6_5-8	1
S1C12H1L.1-6_3-8	1
S1C12H1L.1-6_3_8	1
S1C12H1L.5_4-8	1
S1C12H1L.1-5_2-5_4-8	1
S1C12H1L.1_6-7_2-7_4-8	1
S1C12H1L.1-6_5_4-8	1
S1C12H1L.1-5_4	1
S1C12H1L.1-7_2-5_4-6_S1CMH3d.1_2-8	1
S1C12H1L.1-7_2-7_2-7_2-8	1
S1C12H1L.1-7_2-7_2-7_6-8	1
S1C12H1L.1-7_2_5-8	1
S1C12H1L.1-2_S1CMH3d.1_4-7_2-8	1
S1C12H1L.1-6_5-7_2-7_2-8	1
S1C12H1L.1-7_2-5_2-4_7_2-8	1
S1C12H1L.7-8	1
S1C12H1L.1-3_S1CMH3d.2_5-8	1
S1C12H1L.1_4-5_S1CMH3d.2_5-8	1
S1C12H1L.1-2_2-3_2-8	1
S1C12H1L.1-4_S1CMH3d.1_2-6_5-8	1
S1C12H1L.1-7_2_S1CMH3d.1_6_S1CMH3d.1_2-8	1
S1C12H1L.4_S1CMH3d.1_8	1
chr13:16220360-18171058
total	1316
S2C13/21H1L.1-7	691
S2C13/21H1L.1-11	580
S2C13/21H1L.8-11	27
S2C13/21H1L.1-6_11	6
S2C13/21H1L.1-4_7-11	2
S2C13/21H1L.1-2_9-11	2
S2C13/21H1L.1-6_6-11	2
S2C13/21H1L.1-6_5-7	1
S2C13/21H1L.1-6_5-11	1
S2C13/21H1L.1-8_3-7	1
S2C13/21H1L.1-4_11	1
S2C13/21H1L.8-10_7	1
S2C13/21H1L.1-10_7	1
chr14:10149966-12766096
total	1915
S2C14/22H1L.1-8	1854
S2C14/22H1L.1-4_S2C20H1L.6_4-8	35
S2C14/22H1L.1-2_7-8	5
S2C14/22H1L.7-8	4
S2C14/22H1L.1-4_S2C20H5d.2_4-8	3
S2C14/22H1L.1_4-8	3
S2C14/22H1L.1-4_S2C20H5d.2_2-8	2
S2C14/22H1L.1-2	2
S2C14/22H1L.3-8	1
S2C14/22H1L.4-8	1
S2C14/22H1L.1-3_3-8	1
S2C14/22H1L.1-6_6-8	1
S2C14/22H1L.1-4_S2C18H1L.1_4-8	1
S2C14/22H1L.1-6	1
S2C14/22H1L.4_S2C20H5d.2_6-7_S02CMH2d.1	1
chr15:17264075-18279251
total	772
S2C15H1L.1-11	379
S2C15H1L.1-4	344
S2C15H1L.1-2_5-11	15
S2C15H1L.1-4_S5C1qH6d.2_5-11	7
S2C15H1L.1-4_9-11	6
S2C15H1L.1-9_4	3
S2C15H1L.1-7_4-11	2
S2C15H1L.1-3_11	2
S2C15H1L.S2C20H5d.2_S2C4H1L.4_4	2
S2C15H1L.1-10	2
S2C15H1L.1_10_S2CMH4d.1	1
S2C15H1L.1-7_4_9-11	1
S2C15H1L.1_4	1
S2C15H1L.1-10_10_10-11	1
S2C15H1L.B.2/6-S2C18qH2_3-4	1
S2C15H1L.S2CMH4d.2_8-11	1
S2C15H1L.S02CMH2d.4_S2CMH4d.2_8-11	1
S2C15H1L.S2C20H5d.6_S2C9H1L.7_S2C20H5d.2_7_4-5_10_S2C20H5d.6_5	1
S2C15H1L.S2CMH4d.2_S2C20H5d.2_3	1
S2C15H1L.S2CMH4d.2_S2C20H5d.2_3_11	1
chr16:35848291-37829358
total	1161
S1C16H1L.1-10	936
S1C16H1L.1-3_8-10	47
S1C16H1L.1-6_9_2-10	24
S1C16H1L.1-2_5-10	21
S1C16H1L.1-8	14
S1C16H1L.1-3_6-10	11
S1C16H1L.1-6_9_2-8	10
S1C16H1L.1_10	9
S1C16H1L.1-9_2-10	8
S1C16H1L.1_S1C1/5/19H1L.2_S1C1/5/19H1L.3_S1C1/5/19H1L.6/4_S1C1/5/19H1L.5_S1C1/5/19H1L.6/4_S1C1/5/19H1L.5	7
S1C16H1L.1-5_4-10	6
S1C16H1L.1-6_9_2-6_9_2-10	6
S1C16H1L.6-10	6
S1C16H1L.1-4_S1C1/5/19H1L.5_8-10	5
S1C16H1L.1-4_7-10	4
S1C16H1L.1-3_S1CMH3d.2_7-10	4
S1C16H1L.1-2_5-8	4
S1C16H1L.1-9_4-10	3
S1C16H1L.1-6_9_2_5-10	3
S1C16H1L.1-6_9_2-6_9_2-8	3
S1C16H1L.1_S1C1/5/19H1L.2_S1C1/5/19H1L.3_S1CMH3d.2_S1C1/5/19H1L.5_8-10	2
S1C16H1L.1-6_9-10	2
S1C16H1L.1-6_9_2-6_9_2-6_9_2-6_9_2-10	2
S1C16H1L.1-2_7-8	1
S1C16H1L.8	1
S1C16H1L.1_S1C1/5/19H1L.2_S1C1/5/19H1L.3_2-10	1
S1C16H1L.1-7	1
S1C16H1L.7-10	1
S1C16H1L.1-9_2_5-10	1
S1C16H1L.1-5_S1C1/5/19H1L.6/4_5-10	1
S1C16H1L.1-9_2-9_2-5_4-10	1
S1C16H1L.1-6	1
S1C16H1L.1-8_5-6_9_2-10	1
S1C16H1L.1-5_4-6_9-10	1
S1C16H1L.5-10	1
S1C16H1L.1-6_9_2-6_9_2-3_6-10	1
S1C16H1L.1-9_4-6_9_2-3_6-10	1
S1C16H1L.1-6_9_2-4_7-10	1
S1C16H1L.9_2-10	1
S1C16H1L.1-6_9_2-3_6-10	1
S1C16H1L.1-3_S1C1/5/19H1L.6/4_S1C1/5/19H1L.5_8-10	1
S1C16H1L.1-2_5-6_S1CMH3d.1_8-10	1
S1C16H1L.1-4_S1C1/5/19H1L.5_6-8_S1C1/5/19H1L.5_6-10	1
S1C16H1L.1-3_S1C1/5/19H1L.6/4_5-10	1
S1C16H1L.1-2_5_S1C1/5/19H1L.6/4_5-8_S1C1/5/19H1L.1_S1C1/5/19H1L.2_S1C1/5/19H1L.3_S1CMH3d.2_S1C1/5/19H1L.1_S1C1/5/19H1L.2	1
S1C16H1L.5-8	1
S1C16H1L.1_S1C1/5/19H1L.6/4_S1C1/5/19H1L.5_S1C1/5/19H1L.6/4_S1C1/5/19H1L.5_6-9	1
chr17:23892712-27487060
total	1340
S3C17H1L.1-16	1133
S3C17H1L.1-13_15-16	65
S3C17H1L.1-14_16	29
S3C17H1L.1-15	19
S3C17H1L.1-8_11-16	11
S3C17H1L.1-14_7-16	9
S3C17H1L.1-13_16	8
S3C17H1L.1-4_W4_8-16	8
S3C17H1L.16	7
S3C17H1L.1-10_9-16	4
S3C17H1L.1-15_14-16	3
S3C17H1L.1-13_15_15-16	3
S3C17H1L.1-13_15_15_15-16	3
S3C17H1L.1-13_15_14-16	3
S3C17H1L.S3C17H1-B.1_15-16	3
S3C17H1L.1-5_8-13_15-16	3
S3C17H1L.1-4_W4_8-14_16	2
S3C17H1L.1-7_3-4_12-16	2
S3C17H1L.1-7_3-4_S5C1qH6d.2_8-13_15-16	2
S3C17H1L.1-10_W3_13-16	1
S3C17H1L.1-7_11-14_16	1
S3C17H1L.1-4_W4_8-10_W3_13-16	1
S3C17H1L.1-2_8-13_16	1
S3C17H1L.1-8_W3_12-16	1
S3C17H1L.1-14	1
S3C17H1L.1-3_9-16	1
S3C17H1L.1-4_W4_11-15_15-16	1
S3C17H1L.1-14_9-15_14-15	1
S3C17H1L.1-13_15_14-15	1
S3C17H1L.1-15_15-16	1
S3C17H1L.1_7-13_16	1
S3C17H1L.1-13_S3C17H1-B.14_16	1
S3C17H1L.1_7-15_15	1
S3C17H1L.1-7_13-14_16	1
S3C17H1L.1-14_14_16	1
S3C17H1L.1-10_2-13_15-16	1
S3C17H1L.1-5_13_15-16	1
S3C17H1L.1-6_14-16	1
S3C17H1L.1-15_14_16	1
S3C17H1L.15-16	1
S3C17H1L.1-13_2-5_8-13_15-16	1
S3C17H1L.1-2	1
chr18:15965699-20933550
total	2783
S2C18H1L.1-12	1242
S2C18H1L.1-2_3/7_8-12	594
S2C18H1L.1-2_7_4-12	222
S2C18H1L.1-9_12	77
S2C18H1L.1-2_7-12	65
S2C18H1L.1-3_12	47
S2C18H1L.1-3_S2C20H2.6_S2C20H2.7_S2C20H2.8_S2C20H2.1_S2C20H2.2/4	35
S2C18H1L.1-7_10-12	31
S2C18H1L.1-2_9-12	27
S2C18H1L.1-2_7_4-9_12	24
S2C18H1L.1-3_8-9_12	23
S2C18H1L.1-10_10-12	23
S2C18H1L.1-7_4-12	20
S2C18H1L.1-2_7_4-7_4-12	19
S2C18H1L.1-3_8-12	15
S2C18H1L.1-6_3-12	15
S2C18H1L.1-2_3/7_8-9_12	15
S2C18H1L.1-2_7-9_12	14
S2C18H1L.1-2_7_4_11-12	14
S2C18H1L.1-11_10-12	12
S2C18H1L.1_8-9_12	12
S2C18H1L.1-2_7_4-11_10-12	11
S2C18H1L.1-2_3/7_8-11_10-12	11
S2C18H1L.1-2_7_4-10_10-12	10
S2C18H1L.1-6_3_8-12	9
S2C18H1L.1-2_7_4	8
S2C18H1L.1_12	8
S2C18H1L.1-2_7-10_9-12	8
S2C18H1L.1-7_2_9-12	6
S2C18H1L.1-2_7_4-6_3-12	6
S2C18H1L.1-2_3/7_8-10_9-12	6
S2C18H1L.1-9_8-9_12	5
S2C18H1L.1-7_S2C20H2.6_9-12	5
S2C18H1L.1-2_7_4-7_10_5-12	5
S2C18H1L.1-2_7_4-6_3_S2C20H2.6_S2C20H2.7_S2C20H2.8_S2C20H2.1_S2C20H2.2/4	5
S2C18H1L.1-4_11-12	4
S2C18H1L.1-2_3/7_8-11_10-11_10-12	4
S2C18H1L.1-3_10_5-10_10-12	4
S2C18H1L.1-7_4_11-12	3
S2C18H1L.1-2_7_12	3
S2C18H1L.3-12	3
S2C18H1L.1-2_3/7_10-12	3
S2C18H1L.1_6_3/7_8-10_9-12	3
S2C18H1L.1-2_3/7_8-10_9-11_4	3
S2C18H1L.1_8-12	2
S2C18H1L.1-2_7-9_4-12	2
S2C18H1L.1-5_8_7-12	2
S2C18H1L.1-7_12	2
S2C18H1L.1-2_5-12	2
S2C18H1L.1-11_10-11_10-12	2
S2C18H1L.1-10_5-12	2
S2C18H1L.1-2_7_4-10_5-6_3-12	2
S2C18H1L.1-10_5-6_3_10-12	2
S2C18H1L.1-2_3/7_8-11_10-11_10-11_4	2
S2C18H1L.1-2_3/7_8-11_8-12	2
S2C18H1L.1-2_3/7_8_11-12	2
S2C18H1L.1-10	2
S2C18H1L.1-3_10	2
S2C18H1L.1-2_3/7_4	2
S2C18H1L.1-10_9-12	2
S2C18H1L.1-6_3/7_8-12	2
S2C18H1L.S2C20H2.5_S2C20H2.6_S2C20H2.7_S2C20H2.8_S2C20H2.1	2
S2C18H1L.1-6_3_S2C20H2.6_S2C20H2.7_S2C20H2.8_S2C20H2.1_S2C20H2.2/4	2
S2C18H1L.1-3_S2C20H2.6_S2C20H2.7_S2C20H2.8_S2C20H5d.4_6_3_S2C20H2.6_S2C20H2.7_S2C20H2.8_S2C20H2.1_S2C20H2.2/4	2
S2C18H1L.1-10_10_5-10_10-12	2
S2C18H1L.1-3_8-9_S2C20H5d.1_S2C20H2.1_4-5_8-9_12	1
S2C18H1L.1_S2C20H2.6_S2C20H2.7_S2C20H2.8_S2C20H2.1_4-9_12	1
S2C18H1L.1-3_8_S2C20H2.7_S2C20H2.8_S2C20H2.1_S2C20H5d.1_9_12	1
S2C18H1L.S2C20H1L.6/7_7_4-9_12	1
S2C18H1L.S2C20H1L.6/7_7-9_12	1
S2C18H1L.1-2_7_4-10_9_12	1
S2C18H1L.1-7_4-6_3_8-10_5_12	1
S2C18H1L.1-3_8-9_8-9_2_7_4-9_12	1
S2C18H1L.1-3_8-9_2_7_4-9_12	1
S2C18H1L.1-6_3_8-9_12	1
S2C18H1L.1_8-9_8-9_12	1
S2C18H1L.1-5_S2C20H1L.1_7-9_12	1
S2C18H1L.1-2_7_4-7_12	1
S2C18H1L.1-11_11-12	1
S2C18H1L.1-9_2-12	1
S2C18H1L.1-2_7_4-7_2-12	1
S2C18H1L.1-2_7_4-7_2_9-12	1
S2C18H1L.1-9_4-12	1
S2C18H1L.1-7_2_9_12	1
S2C18H1L.1-11_2-12	1
S2C18H1L.1-8_7-12	1
S2C18H1L.1-2_7-11_10-12	1
S2C18H1L.1_9-12	1
S2C18H1L.1-4_3-12	1
S2C18H1L.1_S2C20H5d.3_7-12	1
S2C18H1L.1-2_9_9-12	1
S2C18H1L.1-7_4-7_10-12	1
S2C18H1L.1-2_7_10-12	1
S2C18H1L.1-10_9-11_4	1
S2C18H1L.1-4	1
S2C18H1L.1_4-11_4	1
S2C18H1L.1-2_7-8_10-11_4	1
S2C18H1L.1_6_3/7_8-10_9-10_9_12	1
S2C18H1L.1-2_3/7_4-7_10-12	1
S2C18H1L.1_6_3/7_8-12	1
S2C18H1L.1-2_3/7_8-11_2_3/7_8-12	1
S2C18H1L.1-2_7_4-11_4	1
S2C18H1L.1-2_7_4-10_9-10_9-11_4	1
S2C18H1L.1-3_10-12	1
S2C18H1L.1-2_7_4-10_9-11_4	1
S2C18H1L.1-9_4	1
S2C18H1L.1-2_7_4-10	1
S2C18H1L.1-2_5-11_10-11_4	1
S2C18H1L.1-2_3/7_8	1
S2C18H1L.1-2_3/7_8-11_8-11_8-11_10-12	1
S2C18H1L.1-2_3/7_8-11_8-11_10-12	1
S2C18H1L.1-6_3_10-12	1
S2C18H1L.1-7_10-11_10-12	1
S2C18H1L.1-2_3/7_8-10_9_12	1
S2C18H1L.1-6_3/7_8-10_9_12	1
S2C18H1L.4-5_2-6_3/7_8-10_9_12	1
S2C18H1L.4-5_2_7_4-6_3/7_8-12	1
S2C18H1L.S2C20H2.5_2-3_8-10_10-12	1
S2C18H1L.S2C20H2.7_S2C20H2.8_S2C20H2.1_S2C20H2.2/4_1-10_10-12	1
